id,group
corneiles tedjo endriyarto,Orang
hendrik loprado,Orang
andrie phan,Orang
ekajayanti s.e,Orang
pt dutapermana makmur,Orang
ng tjie koang ,Orang
corneiles tedjo endriyanto,Orang
hendrik loprado ,Orang
DPUM,Perusahaan
simon arosokhi gulo,Orang
witiarso utomo,Orang
ronnie sutjiamidjaja,Orang
risma ardhi chandra,Orang
aris widiarto,Orang
asep hikmat,Orang
henri martha,Orang
dicky prirona tushdipura,Orang
pt pandawa putra investama,Orang
uob kay hian  pte ltd,Orang
DRMA,Perusahaan
ari indra gautama,Orang
irianto santoso,Orang
wieky hedivendra,Orang
yosaphat panuturi simanjuntak,Orang
hadi kasim,Orang
joppy kurniadi negara,Orang
iwan dewono budiyuwono,Orang
didik junaedi rachbini,Orang
soekamto tjahjonoadi,Orang
m. sachofi dimyati,Orang
wawang,Orang
pt dharma inti anugerah,Orang
pt triputra investindo arya,Orang
yosaphat p. simanjuntak,Orang
philipus naftali,Orang
endang ahmad zakaria,Orang
DSFI,Perusahaan
saut marbun,Orang
ewijaya,Orang
cynthia handyoko,Orang
calvin nicholas sulistyo,Orang
ariyo ali saputro,Orang
stephen kurniawan sulistyo,Orang
johanes sarsito,Orang
tinawaty wibowo,Orang
kelik irwanto,Orang
ibu tinawaty wibowo,Orang
bapak kelik irwantono,Orang
bapak fastabiqul khair algatot,Orang
pt.marina berkah investama,Orang
DSNG,Perusahaan
paulina suryanti,Orang
andrianto oetomo,Orang
efendi sulisetyo,Orang
timotheus arifin cahyono,Orang
mochamad koeswono,Orang
lucy sycilia,Orang
jenti,Orang
albertus hendrawan,Orang
adi resanata somadi halim,Orang
aron yongky,Orang
djojo boentoro,Orang
arini saraswaty subianto,Orang
arif rachmat,Orang
toddy mizaabianto sugoto,Orang
stephen zacharia satyahadi,Orang
danny walla,Orang
ketut sunarta,Orang
hartono tjokrosantoso,Orang
pt krishna kapital investama,Orang
pt mitra aneka guna,Orang
pt tri nur cakrawala,Orang
arianto oetomo,Orang
timotheus arifin c.,Orang
DSSA,Perusahaan
susan chandra,Orang
lay krisnan cahya,Orang
hermawan tarjono,Orang
lokita prasetya,Orang
handhianto suryo kentjono,Orang
daniel cahya,Orang
alex sutanto,Orang
franky oesman widjaja,Orang
indra widjaja,Orang
dr.-ing. evita herawati legowo,Orang
dr. robert a. simanjuntak,Orang
ir. andy noorsaman,Orang
"robert arthur simanjuntak, ph.d",Orang
"dr. asep karsidi, m.sc",Orang
drs. carel risakotta,Orang
pt sinar mas tunggal,Orang
DUCK,Perusahaan
tio dewi,Orang
limpa itsin bachtiar,Orang
ibin bachtiar,Orang
lin manuhutu,Orang
andri yoga,Orang
itek bachtiar,Orang
robinto,Orang
tjiendradjaja yamin,Orang
ignatius arrie setiawan,Orang
pt asia kuliner sejahtera,Orang
bbh luxembourg,Orang
DUTI,Perusahaan
stevanus hartono adjiputro,Orang
handoko wibowo,Orang
pt bumi serpong damai tbk,Orang
DVLA,Perusahaan
widya olivia tobing,Orang
jose sumpaico romana,Orang
dr. ian martin wibawa kloer,Orang
carlos olivares nava,Orang
"angelito celso corsame racho, jr.",Orang
maria christina d. carnay,Orang
yustina endang setyowati,Orang
sonny kalona,Orang
clinton andrew campos hess,Orang
eric albert lim gotuaco,Orang
"mariano john lim tan, jr.",Orang
marlia hayati goestam,Orang
sancoyo antarikso,Orang
francis b. tupue,Orang
gilbert v. aguillon,Orang
 blue sphere singapore pte ltd,Orang
DWGL,Perusahaan
sianitawati,Orang
herman fasikhin,Orang
hendra winanto,Orang
robin wahyudi alim utomo,Orang
tjipto rijanto,Orang
sinarta ginardi,Orang
agustin ekadjaya,Orang
pt dian ciptamas agung,Orang
hawthorn-capital investment pte. ltd,Orang
pt prima samoda,Orang
DYAN,Perusahaan
hendra noor saleh,Orang
daswar marpaung,Orang
ery erlangga,Orang
riyanthi handayani,Orang
lilik oetomo,Orang
lo stefanus,Orang
widi krastawan,Orang
ledya akmal,Orang
johanes deddy hermawan,Orang
pt teletransmedia,Orang
budi yanto lusli,Orang
pt mondial investama indonesia,Orang
rina reina andayani hidayah radinal maksum,Orang
pt grahawita santika,Orang
EAST,Perusahaan
muhammad anis,Orang
khalid bin omar abdat,Orang
helmi khalid abdat,Orang
wahyudi eko sutoro,Orang
faisal bin abdullah abdat,Orang
zahid bin abdul rahman,Orang
edwin jayandaru,Orang
veri antoni,Orang
faiz zamzami,Orang
gusti sabah binte zakaria bagharib,Orang
fauziah umar abdat,Orang
nadiah khalid abdat,Orang
hj. kaelesha afiati,Orang
alla'udin bin mohamed,Orang
fauzi omar abdat,Orang
fazlina omar abdat,Orang
ariff bin zahid,Orang
najiha binte zahid,Orang
farizah binte zahid,Orang
ahmad bin abdullah hussain harharah,Orang
nur'aini binte zakaria shaikh omar bagharib,Orang
sa'diah ali abdat,Orang
hussain bin ahmad abdullah harharah,Orang
lubna ali abdat,Orang
ali bin said abdat,Orang
ECII,Perusahaan
widi satya chitra,Orang
wiradi,Orang
roland hutapea,Orang
lenny susilawaty jamadi,Orang
dedy djafarli,Orang
lyvia mariana,Orang
josephine sukamdewi karjadi,Orang
hartono tjahjadi adiwana,Orang
rahmat adi sutikno halim,Orang
ku siew kuan,Orang
vivi henny,Orang
ratu tisha destria,Orang
budianto tirtadjaja,Orang
pt graha surya kirana,Orang
pt artha graha network,Orang
josephine sukmadewi k.,Orang
EDGE,Perusahaan
donauly elena situmorang,Orang
karla winata,Orang
den tossi ishak,Orang
david tandianus,Orang
indri koesindrijastoeti hidayat,Orang
sujati sura,Orang
bing moniaga,Orang
digital edge (hong kong) ltd,Orang
sanjaya,Orang
EKAD,Perusahaan
ibu lie phing,Orang
judi widjaja leonardi,Orang
lie phing,Orang
emil bachtiar,Orang
rudy kurniawan leonardi,Orang
ronny k. moentoro,Orang
"ekadharma inti perkasa, pt,",Orang
ELSA,Perusahaan
ari wijaya,Orang
ali mundakir,Orang
tenny elfrida,Orang
rony hartanto,Orang
agus prabowo,Orang
lusiaga levi susila,Orang
anis baridwan,Orang
wakhid hasyim,Orang
adil nusyirwan,Orang
serena karlita ferdinandus,Orang
pt pertamina hulu energi,Orang
ELTY,Perusahaan
yudy rizard hakim,Orang
ambono janurianto,Orang
agus jayadi alwie,Orang
buce yeef,Orang
charles marc dressler,Orang
bambang irawan hendradi,Orang
soenarso soemodiwirjo,Orang
mohamad hassan,Orang
interventures capital pte. ltd,Orang
EMDE,Perusahaan
ouw desiyanti,Orang
lora melani lowas barak rimba,Orang
ronald trisna wihardja,Orang
radian wena wahyudi st,Orang
barbara angela barak rimba,Orang
jennifer barak rimba,Orang
"hongisisilia, se",Orang
"drs. anton bachrul alam, sh",Orang
ibu hongisisilia,Orang
bp. andreas bahana,Orang
"bp. sutrisno, s.h",Orang
pt cosmopolitan persada developments,Orang
dbs bank ltd sg-pb clients,Orang
EMTK,Perusahaan
titi maria rusli,Orang
alvin w. sariaatmadja,Orang
sutanto hartono,Orang
yuslinda nasution,Orang
sutiana ali,Orang
jay geoffrey wacher ,Orang
eddy kusnadi sariaatmadja ,Orang
susanto suwarto,Orang
fofo sariaatmadja,Orang
stan maringka,Orang
pandu patria sjahrir,Orang
emmanuel bambang suyitno,Orang
aribowo,Orang
eddy k. sariaatmadja,Orang
ir. susanto suwarto,Orang
pt. adikarsa sarana,Orang
piet yaury,Orang
pt. prima visualindo,Orang
the northern trust company s/a archipelago investment pte ltd,Orang
jay geoffrey wacher,Orang
ENRG,Perusahaan
riri hosniari harahap,Orang
syailendra s. bakrie,Orang
edoardus ardianto,Orang
utaryo suwanto,Orang
suyitno patmosukismo,Orang
rudianto rimbono,Orang
rizal malarangeng,Orang
syamsu alam,Orang
gita rusmida sjahrir,Orang
"gita rusmida sjahrir, b.a., m.b.a.",Orang
"ir. achmad herlanto a., mba., rfa.",Orang
"dr. nanny dewi, s.e., m.comm., ak., ca.",Orang
pt bakrie kalila investment,Orang
eharbour ventures limited,Orang
gita r. sjahrir,Orang
ENZO,Perusahaan
meriam lina sitorus,Orang
markus silitonga,Orang
grace ernawan ,Orang
evi marini,Orang
pt tritunggal sukses investama,Orang
nh absolute return,Orang
grace ernawan,Orang
EPAC,Perusahaan
nico johnson,Orang
bahar,Orang
nicky gunhadi,Orang
"drs. abraham bastari, mba",Orang
alex budiarjo,Orang
elizabeth rina gunawan,Orang
hana britania,Orang
drs. ryan permana,Orang
suhanda wijaya,Orang
pt omni multi industrindo,Orang
nessy sarinda,Orang
EPMT,Perusahaan
sugianto,Orang
jos iwan atmadjaja,Orang
handi halim,Orang
stanley handiono angkasa,Orang
budi dharma wreksoatmodjo,Orang
sanadi boenjamin,Orang
lucky surjadi slamet,Orang
rosalina irawaty,Orang
djonny hartono tjahyadi,Orang
sinnatra liputro,Orang
sendjaja halim,Orang
pt kalbe farma tbk,Orang
budi dharma wreksoatmodjo ,Orang
sanadi boenyamin,Orang
djonny hartono tjahyadi ,Orang
jos iwan atmadjaja ,Orang
ERAA,Perusahaan
amelia allen,Orang
andreas harun djumadi,Orang
jody rasjidgandha,Orang
budiarto halim,Orang
sintawati halim,Orang
sim chee ping,Orang
hasan aula,Orang
djohan sutanto,Orang
joy wahjudi,Orang
ardy hady wijaya,Orang
richard halim kusuma,Orang
lim bing tjay,Orang
rodolfo c. balmater,Orang
irawan riza,Orang
pt eralink international,Orang
ERTX,Perusahaan
juliarti pudji kurniawati,Orang
marissa jeanne maren baragar,Orang
chittaranjan gokal,Orang
sanjay kumar goyal,Orang
mandeep singh,Orang
maniwanen,Orang
sasivanen,Orang
tonny poernomo,Orang
"tonny poernomo, se., m.ak., bkp",Orang
"mulyadi wonorahardjo se., msi.ak, cpa, ca",Orang
"joko kurniawan, a.md. gz., s.psi.",Orang
pt ungaran sari garments,Orang
ESIP,Perusahaan
sherlie asih atmaja,Orang
eric budisetio kurniawan,Orang
mangasi taraja,Orang
sandra kusumadewi,Orang
dr. christopher ben farmer,Orang
dr christopher ben farmer,Orang
yosua gunawan,Orang
charles surya mba,Orang
pt tanindo omega pasifik,Orang
ESSA,Perusahaan
erfine kumala furi,Orang
chander vinod laroya,Orang
ida bagus made putra jandhana,Orang
mukesh agrawal,Orang
kanishk laroya,Orang
isenta hioe,Orang
theodore permadi rachmat,Orang
garibaldi thohir,Orang
rahul puri,Orang
ida bagus rahmadi supancana,Orang
herry bertus wiseno widjanarko,Orang
suhartati,Orang
pt trinugraha akraya sejahtera,Orang
pt ramaduta teltaka,Orang
isenta,Orang
ESTA,Perusahaan
suryanto witono,Orang
melvin wangkar,Orang
lukman nelam ,Orang
rony harianto,Orang
alkie samuel sutandra,Orang
tony sompotan,Orang
sandi komaruddin,Orang
pt esta utama corpora ,Orang
pt.esta dana ventura,Orang
johny sopandi,Orang
lukman nelam,Orang
melvin wangkar ,Orang
alkie samudra sutandra,Orang
ESTI,Perusahaan
erlien lindawati s.,Orang
michael sung,Orang
emmy ranoewidjojo,Orang
drs. aryanto agus mulyo,Orang
"dr. wirawan, s.e, ak, s.h, m.h., msi, cpa, spi, bkp",Orang
"dra. noeniek herliani, s.e. ak., m.m",Orang
pt cahaya interkontinental ( pemegang saham pengendali ),Orang
sung pui man,Orang
peter sung,Orang
dra. erlien lindawati surianto,Orang
ETWA,Perusahaan
azwar alinuddin,Orang
drs eisen wongso wirya surya    ,Orang
francisco colinares (francisco jr amante colinares),Orang
abdul halim bin ashari,Orang
martin siswanto,Orang
deepak bhutani,Orang
charlie suwandi tjin,Orang
teguh setiyadi,Orang
sundara ichsan,Orang
watervale worldwide inc,Orang
centrin telecom ltd,Orang
hadisan sridjaja,Orang
osville energy corp,Orang
bank of singapore limited,Orang
EXCL,Perusahaan
ranty astari rachman,Orang
dian siswarini ,Orang
yessie d. yosetya,Orang
abhijit jayant navalekar,Orang
david arcelus oses ,Orang
budi pramantika,Orang
i gede darmayusa,Orang
vivek sood,Orang
david robert dean ,Orang
yasmin stamboel wirjawan ,Orang
julianto sidarto,Orang
dato’ mohd izzadin idris,Orang
doktorandus hans wijayasuriya ,Orang
axiata investments (indonesia) sdn. bhd.,Orang
abhijit navalekar,Orang
david arcelus oses,Orang
david r. dean,Orang
mohd izzaddin bin idris,Orang
dr. hans wijayasuriya,Orang
yasmin stamboel wirjawan,Orang
FAPA,Perusahaan
henryzal m panjaitan,Orang
ricky tjandra,Orang
ali imran,Orang
donny,Orang
anas yusuf,Orang
prinsep management limited,Orang
pt fangionoperkasa sejati,Orang
FAST,Perusahaan
j. dalimin juwono,Orang
ricardo gelael,Orang
justinus dalimin juwono,Orang
cahyadi wijaya,Orang
fabian gelael,Orang
adhi indrawan,Orang
wachjudi martono,Orang
omar luthfi anwar,Orang
noni rosalia gelael barki,Orang
elisabeth gelael,Orang
benny setiawan santoso,Orang
achmad baiquni,Orang
p.l. gunawan solaiman,Orang
hannibal s. anwar,Orang
pt. gelael pratama,Orang
pt. indoritel makmur internasional tbk,Orang
anthony salim,Orang
gunawan solaiman,Orang
wachjudi  martono,Orang
FASW,Perusahaan
marco hardy,Orang
peerapol mongkolsilp,Orang
thalengsak ratchburi,Orang
ponthep tuntavadcharom,Orang
yustinus yusuf kusumah,Orang
arif razif,Orang
wichan jitpukdee,Orang
sangchai wiriyaumpaiwong,Orang
kitti tangjitrmaneesakda ,Orang
kulachet dharachandra,Orang
winarko sulistyo,Orang
vilia sulistyo,Orang
sudarmanto,Orang
tony tjandra,Orang
m. fadil,Orang
scgp solutions (singapore) pte. ltd,Orang
"intercipta sempana, pt",Orang
kitti tangjitrmaneesakda    ,Orang
FILM,Perusahaan
fidela hasworini,Orang
manoj dhamoo punjabi,Orang
priyadarshi anand,Orang
sajan lachmandas mulani,Orang
david elliott ulmer jr,Orang
shania manoj punjabi,Orang
sanjeva advani,Orang
"supardji, ak.m.m",Orang
richard antonio,Orang
pt md global investments,Orang
morgan stanley and co intl plc-client ac,Orang
david elliot ulmer,Orang
priyadashi anand,Orang
FIMP,Perusahaan
fahmi fadillah,Orang
mohamad mulky thalib,Orang
cholid wuryanto,Orang
faried thalib,Orang
idrus,Orang
djoko s. djamhoer,Orang
pt bangun bumi utama,Orang
pt karya berkah investama,Orang
mulky thalib,Orang
FIRE,Perusahaan
lyna,Orang
aris munandar,Orang
teguh budi santosa,Orang
drs. m. noer qomari,Orang
budi kartika ,Orang
"drs. m. noer qomari, ak.",Orang
febby claudine,Orang
denny fitria ayu kusumayanti,Orang
pt asabri (persero),Orang
pt kencana prima mulia,Orang
FISH,Perusahaan
ibu sofia ridmarini,Orang
lucy tjahjadi,Orang
anand kishore bapat,Orang
po indarto gondo,Orang
liauw sioe lian,Orang
bong welly swandana,Orang
farhan rio gunawan,Orang
horst siegfried guenther,Orang
hidayatullah suralaga,Orang
faiz achmad,Orang
kusnarto,Orang
pt caturkartika perdana,Orang
pt fks corporindo indonesia (d/h pt era investama cemerlang),Orang
FITT,Perusahaan
tomi tris,Orang
joni rizal,Orang
sukino,Orang
siti rahayu,Orang
ida haerani,Orang
evi rosanah,Orang
siswati ningsih,Orang
pt gloria inti nusantara,Orang
jon fieris,Orang
hendra sutanto,Orang
FLMC,Perusahaan
nindya puspitayani,Orang
daniel muljadi hanafi,Orang
freddy hanafi,Orang
theresia indra wirawan,Orang
michelle evangeline hanafi,Orang
david halim,Orang
widianty,Orang
teddy,Orang
falmaco pte. ltd,Orang
rosalina indra wirawati,Orang
irvan hanafi,Orang
michel cristian handoko,Orang
theresia indrawirawan,Orang
FMII,Perusahaan
bapak agustinus agus sunarto,Orang
donny gunawan ,Orang
kwong heranita cintya,Orang
olivia gunawan,Orang
teddy gunawan,Orang
lisajana,Orang
harijanto,Orang
ibu lisajana,Orang
ibu lina chandra,Orang
"bapak drs.jazid, ak",Orang
pt surya mega  investindo ,Orang
330000000,Orang
FOOD,Perusahaan
karina larasati putri,Orang
agustus sani nugroho,Orang
ruliff redemptus sena susanto,Orang
rheza reynald riady susanto,Orang
iwan gogo bonardo parsaulian panjaitan,Orang
andreas sugihardjo tjendana,Orang
andreas sugihardjotjendana,Orang
asti rizka permata sari,Orang
rina aryanti,Orang
pt super capital indonesia,Orang
FORU,Perusahaan
iwan,Orang
ratna puspitasari,Orang
toto setyoadi murdiono,Orang
tjandra susanto putra,Orang
raphael adhi santosa kodrata,Orang
karya citra prima,Orang
FORZ,Perusahaan
dina winda putri,Orang
erick satria,Orang
eriko susanto,Orang
supandi widi siswanto,Orang
junaidi,Orang
jatmika sumirat,Orang
pt forza indonesia,Orang
bp25 sg/bnp paribas singapore branch wealth amanagement,Orang
bos ltd s/a freddy setiawan,Orang
FPNI,Perusahaan
evan kusuma brata,Orang
jang seon pyo ,Orang
jojok hadrijanto,Orang
calvin wiryapranata,Orang
park hyun chul ,Orang
budi  frensidy,Orang
augustpaosa nariman ,Orang
johanes bambang budihardja,Orang
lotte chemical titan international sdn. bhd.,Orang
jang seon pyo,Orang
FREN,Perusahaan
james wewengkang,Orang
merza fachys,Orang
antony susilo,Orang
marco paul iwan sumampouw,Orang
djoko tata ibrahim,Orang
shurish subbramaniam,Orang
darmin nasution,Orang
ferry salman,Orang
ir. sarwono kusumaatmadja,Orang
"ir. ketut sanjaya, msm",Orang
jagbir singh,Orang
ahmad rusdi,Orang
drs. rusli prakarsa,Orang
global nusa data pt,Orang
wahana inti nusantara pt,Orang
bali media telekomunikasi pt,Orang
pt dian swastatika sentosa tbk,Orang
FUJI,Perusahaan
dian ariyanti wijaya,Orang
anita marta,Orang
hartono santoso,Orang
anton santoso,Orang
freddy santoso,Orang
anastasia christinawati jaya saputra,Orang
caroline feliciany seikka,Orang
sri gustina hasibuan,Orang
indovalue capital asset,Orang
pt charnic capital tbk,Orang
GAMA,Perusahaan
christina nina mawarsari,Orang
budiawan lebar,Orang
denny nandar haulian,Orang
yunita,Orang
lely sri suryawati,Orang
dinta yuvira,Orang
handy suryanto,Orang
pt gading investment,Orang
pt multidaya industri,Orang
GDST,Perusahaan
hadi sutjipto,Orang
tetsuro okano,Orang
yurnalis ilyas,Orang
saiful fuad,Orang
jo denie,Orang
yan chee kiong,Orang
hendar wirawan,Orang
ir. hendar wirawan,Orang
drs.ec. sugiyanto,Orang
drs. ec. mujiyanto,Orang
pt. betonjaya manunggal tbk.,Orang
GDYR,Perusahaan
helda gita amelia sihombing,Orang
vikash mahendra pillay,Orang
iman santoso,Orang
hui yun,Orang
budiman husin,Orang
koenraad martin irine verheyen,Orang
justin james foley,Orang
devy nazahar,Orang
the goodyear tire & rubber,Orang
pt.kalibesar asri,Orang
GEMA,Perusahaan
ferlina sutandi,Orang
dedy rochimat,Orang
chriestina imayati hamidjaja putri,Orang
ilda imelda tatang,Orang
tommy diary tan,Orang
sri martini,Orang
johanes,Orang
pulung peranginangin,Orang
bambang permantoro,Orang
agustinus purna irawan,Orang
mohammad hamsal,Orang
dr. ir.mohammad hamsal ,Orang
jimmy cakranegara,Orang
tonny,Orang
pt virucci indogriya sarana,Orang
dr pulung peranginangin,Orang
GEMS,Perusahaan
sudin s h,Orang
bonifasius,Orang
megha shyam kada,Orang
kumar krishnan,Orang
r. utoro,Orang
suhendra,Orang
leonard fedrik sundarto,Orang
avinash ramakant shah,Orang
fuganto widjaja,Orang
ketut sanjaya,Orang
madhu ramachandra rao,Orang
leong chee keen (dikenal juga sebagai darren leong),Orang
golden energy and resources limited,Orang
gmr coal resources pte ltd,Orang
GGRM,Perusahaan
bapak heru budiman,Orang
susilo wonowidjojo,Orang
heru budiman ,Orang
herry susianto,Orang
istata taswin siddharta,Orang
andik wahyudi,Orang
hamdhany halim,Orang
sony sasono rahmadi,Orang
